Candidate_Feature,Family,Missing_Category_Type,Semantic_Group,Source_Group,ConsensusRank,ConsensusScore,Selected,Excluded_As_Redundant,Excluded_As_Raw_Age_Column,Excluded_As_Pure_Missing_Unknown,Replaced_By,Reason
行驶车辆所在车道_FSTREIF_35-使用左/直车道左转,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,538,0.3579256542996836,0,0,0,0,,
事故类型_UTYP_226-左转车辆（驶出主路）与隔离带中的同向直行车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,539,0.3577753810756399,0,0,0,0,,
云、雾_WOLK_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,云、雾_WOLK_MISSING_OR,540,0.35774733966062694,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_621-纵向交通_-_有等待义务车辆与紧跟车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,541,0.35774662064998564,0,0,0,0,,
是否有非机动车道_NOMOTLA_1-有，只有同侧有,lane,not_missing_category,other_unique:是否有非机动车道_NOMOTLA,是否有非机动车道_NOMOTLA,542,0.35756097210238713,0,0,0,0,,
VEH_车辆类型（自定义）_FART_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆类型（自定义）_FART_MISSING_OR,543,0.35725841242450385,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴左侧轮胎生产年份_TIREYE1L_2021-2021,other,not_missing_category,other_unique:VEH_第一轴左侧轮胎生产年份_TIREYE1L,VEH_第一轴左侧轮胎生产年份_TIREYE1L,544,0.35711461029623237,0,0,0,0,,
VEH_第二轴右侧轮胎胎面状态_TIREDA2R_1-未损坏,other,not_missing_category,other_unique:VEH_第二轴右侧轮胎胎面状态_TIREDA2R,VEH_第二轴右侧轮胎胎面状态_TIREDA2R,545,0.35711461029623237,0,0,0,0,,
事故类型_UTYP_351-路口，转向优先道路车辆与前面对向直线行驶车辆（中国不适用）,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,546,0.35699884958297384,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_714-其他事故_-_前行车辆与右侧倒车驶出的车辆之间,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,547,0.3569413287316653,0,0,0,0,,
公路分类_STRKL_3-国道,road_type,not_missing_category,other_unique:STRKL,STRKL,548,0.35672706356054074,0,0,0,0,,
驾驶证种类_LICTYPE_1-机动车,other,not_missing_category,other_unique:驾驶证种类_LICTYPE,驾驶证种类_LICTYPE,549,0.35665444348576364,0,0,0,0,,
事故现场道路环境_STFUHO_14-地产/道路进出口,other,not_missing_category,road_environment_type,STFUHO,550,0.3566544434857636,0,0,0,0,,
道路横截面轮廓_PROFILQ_5-向一侧横向倾斜,other,not_missing_category,other_unique:道路横截面轮廓_PROFILQ,道路横截面轮廓_PROFILQ,551,0.3566544434857636,0,0,0,0,,
道路材料_STRDECK_5-水泥,other,not_missing_category,other_unique:道路材料_STRDECK,道路材料_STRDECK,552,0.3563380788035663,0,0,0,0,,
事故类型_UTYP_711-其他事故_-_倒车车辆与后车之间,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,553,0.35630859936727066,0,0,0,0,,
公交车站对事故的影响_BUSHE_0-不适用,other,pure_missing_unknown,unknown_missing_category,公交车站对事故的影响_BUSHE,554,0.3561942766752948,0,0,0,1,,pure_missing_unknown_excluded
道路横截面轮廓_PROFILQ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路横截面轮廓_PROFILQ_MISSING_OR,555,0.3561747195858499,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴右侧轮胎胎压_TIREPR1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎胎压_TIREPR1R_MISSING_OR,556,0.3561459591601956,0,0,0,1,,pure_missing_unknown_excluded
眼镜对事故的影响_BRILLEE_0-不适用,other,pure_missing_unknown,unknown_missing_category,眼镜对事故的影响_BRILLEE,557,0.3561367558239862,0,0,0,1,,pure_missing_unknown_excluded
VEH_后行李舱位置_LUGCOMP_3-第二排座椅后,other,not_missing_category,other_unique:VEH_后行李舱位置_LUGCOMP,VEH_后行李舱位置_LUGCOMP,558,0.3561079953983319,0,0,0,0,,
VEH_技术缺陷类型_4_TWELCH4_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_4_TWELCH4_MISSING_OR,559,0.3560792349726776,0,0,0,1,,pure_missing_unknown_excluded
VEH_技术缺陷类型_3_TWELCH3_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_3_TWELCH3,560,0.35605967788323273,0,0,0,1,,pure_missing_unknown_excluded
VEH_疲劳驾驶提醒_ABLENKON1_2-无,other,not_missing_category,other_unique:VEH_疲劳驾驶提醒_ABLENKON1,VEH_疲劳驾驶提醒_ABLENKON1,561,0.3559158757549612,0,0,0,0,,
VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1007-215,other,not_missing_category,other_unique:VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R,562,0.3558491515674432,0,0,0,0,,
VEH_电子稳定程序_ESP1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_电子稳定程序_ESP1,563,0.3557145527753811,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴右侧轮胎胎压_TIREPR1R_23-23,other,not_missing_category,other_unique:VEH_第一轴右侧轮胎胎压_TIREPR1R,VEH_第一轴右侧轮胎胎压_TIREPR1R,564,0.35559951107276394,0,0,0,0,,
VEH_照明系统类型-近光灯_SWARTA1_1-有，具体未知,light,partial_unknown_detail,lighting_visibility,VEH_照明系统类型-近光灯_SWARTA1,565,0.35554141501294223,0,0,0,0,,
事故现场道路环境_STFUHO_11-高架路段,road_env,not_missing_category,road_environment_type,STFUHO,566,0.355426373310325,0,0,0,0,,
行驶方向的车道数_FSPUR_0-0,lane,not_missing_category,other_unique:行驶方向的车道数_FSPUR,行驶方向的车道数_FSPUR,567,0.35542349726775957,0,0,0,0,,
VEH_车辆类型_FZART_4-轿车_三厢4门/5门,other,not_missing_category,other_unique:VEH_车辆类型_FZART_4-轿车,VEH_车辆类型_FZART_4-轿车,568,0.3554177451826287,0,0,0,0,,
降水情况_NIED_5-雪,weather,not_missing_category,weather_wind,降水情况_NIED,569,0.35520635605406964,0,0,0,0,,
VEH_疲劳驾驶提醒_ABLENKON1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_疲劳驾驶提醒_ABLENKON1_MISSING_OR,570,0.35492881794650566,0,0,0,1,,pure_missing_unknown_excluded
身材_STATUR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,身材_STATUR_MISSING_OR,571,0.3547562553925798,0,0,0,1,,pure_missing_unknown_excluded
VEH_是否为挂车_ISTRAILER_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_是否为挂车_ISTRAILER_MISSING_OR,572,0.3547562553925798,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_201-转弯-往左转与紧跟同向车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,573,0.35466925510497554,0,0,0,0,,
VEH_车辆类型_FZART_8-面包车，不大于9座,other,not_missing_category,other_unique:VEH_车辆类型_FZART,VEH_车辆类型_FZART,574,0.3546412136899626,0,0,0,0,,
VEH_第一轴左侧轮胎尺寸-轮辋直径_TIRESIH1L_11-R17,other,not_missing_category,other_unique:VEH_第一轴左侧轮胎尺寸-轮辋直径_TIRESIH1L,VEH_第一轴左侧轮胎尺寸-轮辋直径_TIRESIH1L,575,0.3546412136899626,0,0,0,0,,
事故类型_UTYP_602-纵向交通_-_第二车道，前行车辆与紧跟车辆,lane,not_missing_category,crash_configuration_type,事故类型_UTYP,576,0.3546182053494392,0,0,0,0,,
事故类型_UTYP_662-纵向交通_-_超车车辆与迎面而来的行人之间,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,577,0.354611734253667,0,0,0,0,,
VEH_燃料_EQUELLE_1-汽油,other,not_missing_category,other_unique:VEH_燃料_EQUELLE,VEH_燃料_EQUELLE,578,0.3545261719873455,0,0,0,0,,
事故形态_CUART_12-刮撞自行车事故,other,not_missing_category,other_unique:事故形态_CUART,事故形态_CUART,579,0.35443989071038257,0,0,0,0,,
估计事发前的速度_VSCHAETZ_15,other,not_missing_category,other_unique:估计事发前的速度_VSCHAETZ,估计事发前的速度_VSCHAETZ,580,0.35442953695714696,0,0,0,0,,
自杀企图_SUIZID_2-没有自杀的证据,other,not_missing_category,other_unique:自杀企图_SUIZID,自杀企图_SUIZID,581,0.35441113028472826,0,0,0,0,,
行驶车辆所在车道_FSTREIF_30-使用右/直车道右转,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,582,0.3543018406672419,0,0,0,0,,
无意识变道原因_SPVERLAG_0-不适用,other,pure_missing_unknown,unknown_missing_category,无意识变道原因_SPVERLAG,583,0.35420980730514817,0,0,0,1,,pure_missing_unknown_excluded
星期_WOTAG_7-星期天,other,not_missing_category,other_unique:星期_WOTAG,星期_WOTAG,584,0.35406600517687664,0,0,0,0,,
VEH_第一轴右侧轮胎尺寸-轮辋直径_TIRESIH1R_11-R17,other,not_missing_category,other_unique:VEH_第一轴右侧轮胎尺寸-轮辋直径_TIRESIH1R,VEH_第一轴右侧轮胎尺寸-轮辋直径_TIRESIH1R,585,0.35400848432556803,0,0,0,0,,
行驶车辆所在车道_FSTREIF_2-双向单车道,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,586,0.3538416738567731,0,0,0,0,,
VEH_技术缺陷类型_4_TWELCH4_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_4_TWELCH4,587,0.3531744319815934,0,0,0,1,,pure_missing_unknown_excluded
行驶车辆所在车道_FSTREIF_40-使用右侧自行车道直行,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,588,0.3531514236410699,0,0,0,0,,
VEH_前部停车距离控制_PARKV1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_前部停车距离控制_PARKV1_MISSING_OR,589,0.3528097497842968,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R_108-60,other,not_missing_category,other_unique:VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R,VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R,590,0.3526855047454703,0,0,0,0,,
VEH_车辆颜色_FARBE_10-白色,other,not_missing_category,other_unique:VEH_车辆颜色_FARBE,VEH_车辆颜色_FARBE,591,0.352656744319816,0,0,0,0,,
道路材料_STRDECK_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路材料_STRDECK_MISSING_OR,592,0.35259922346850736,0,0,0,1,,pure_missing_unknown_excluded
VEH_通信设备控制单元_BETELKOM1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_通信设备控制单元_BETELKOM1_MISSING_OR,593,0.3525417026171987,0,0,0,1,,pure_missing_unknown_excluded
碰撞前驾驶员意图_ABSICHT_6-右转,crash_type,not_missing_category,other_unique:碰撞前驾驶员意图_ABSICHT,碰撞前驾驶员意图_ABSICHT,594,0.35248346275524883,0,0,0,0,,
事故现场周边的公交车站_BUSH_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故现场周边的公交车站_BUSH_MISSING_OR,595,0.3524266609145815,0,0,0,1,,pure_missing_unknown_excluded
VEH_左侧遮阳板_SBLENDL1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_左侧遮阳板_SBLENDL1_MISSING_OR,596,0.3524071038251366,0,0,0,1,,pure_missing_unknown_excluded
VEH_夜视仪-安装位置_NIGHTWO1_9-未知,light,pure_missing_unknown,unknown_missing_category,VEH_夜视仪-安装位置_NIGHTWO1,597,0.3524065286166235,0,0,0,1,,pure_missing_unknown_excluded
避让反应_REAKTLE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,避让反应_REAKTLE_MISSING_OR,598,0.35236914006327297,0,0,0,1,,pure_missing_unknown_excluded
交通限速设施_SPLIFA_2-减速带,other,not_missing_category,other_unique:交通限速设施_SPLIFA,交通限速设施_SPLIFA,599,0.35225409836065574,0,0,0,0,,
VEH_已确定的技术缺陷对事故的影响_UNFMANG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_已确定的技术缺陷对事故的影响_UNFMANG_MISSING_OR,600,0.35220578084555654,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴左侧轮胎尺寸-高宽比_TIRESIR1L_109-65,other,not_missing_category,other_unique:VEH_第一轴左侧轮胎尺寸-高宽比_TIRESIR1L,VEH_第一轴左侧轮胎尺寸-高宽比_TIRESIR1L,601,0.35203321829163076,0,0,0,0,,
ARU事故原因4_URSWIS4_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,ARU事故原因4_URSWIS4_MISSING_OR,602,0.3518894161633593,0,0,0,1,,pure_missing_unknown_excluded
衣着厚度_BEKLST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,衣着厚度_BEKLST_MISSING_OR,603,0.3516018119068162,0,0,0,1,,pure_missing_unknown_excluded
驾照等级与车型是否相符_LICENFIT_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,驾照等级与车型是否相符_LICENFIT_MISSING_OR,604,0.3515155306298533,0,0,0,1,,pure_missing_unknown_excluded
酒精测试_ALKOTEST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,酒精测试_ALKOTEST_MISSING_OR,605,0.35150632729364395,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴右侧轮胎尺寸-宽度_TIRESIW1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎尺寸-宽度_TIRESIW1R_MISSING_OR,606,0.3513912855910267,0,0,0,1,,pure_missing_unknown_excluded
参与方类型_ARTTEIL_10-二轮电动自行车,other,not_missing_category,other_unique:参与方类型_ARTTEIL,参与方类型_ARTTEIL,607,0.35130500431406386,0,0,0,0,,
事故类型_UTYP_632-纵向交通_-_由于塞车而向左变道与紧跟车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,608,0.3513042853034225,0,0,0,0,,
VEH_直流最大充电电压_DCCHV_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_直流最大充电电压_DCCHV_MISSING_OR,609,0.3512854472246189,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_571-停泊车辆_-_从右侧横向停车位倒车驶出,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,610,0.3512755248777682,0,0,0,0,,
事故类型_UTYP_669-纵向交通_-_未指定是否是661_-_664,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,611,0.3512755248777682,0,0,0,0,,
VEH_第一轴右侧轮胎尺寸-轮辋直径_TIRESIH1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎尺寸-轮辋直径_TIRESIH1R_MISSING_OR,612,0.35124748346275525,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴左侧轮胎纹深_TIREDE1L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎纹深_TIREDE1L_MISSING_OR,613,0.35122792637331035,0,0,0,1,,pure_missing_unknown_excluded
强光影响_BLEND_2-否,other,not_missing_category,other_unique:强光影响_BLEND,强光影响_BLEND,614,0.35119916594765604,0,0,0,0,,
VEH_刹车辅助系统_BREMSASS1_2-无,other,not_missing_category,other_unique:VEH_刹车辅助系统_BREMSASS1,VEH_刹车辅助系统_BREMSASS1,615,0.35096908254242165,0,0,0,0,,
视线障碍_SICHTBV_3-非长期的,other,not_missing_category,other_unique:视线障碍_SICHTBV,视线障碍_SICHTBV,616,0.3509023583549037,0,0,0,0,,
ARU事故原因3_URSWIS3_8-未留意其他交通参与者的行为,other,not_missing_category,other_unique:URSWIS,URSWIS,617,0.3508448375035951,0,0,0,0,,
事故类型_UTYP_761-其他_-_身体失去驾驶能力_-_瞌睡,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,618,0.3508441184929537,0,0,0,0,,
VEH_车辆是否超载_VEHOVLOA_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆是否超载_VEHOVLOA_MISSING_OR,619,0.3506147540983607,0,0,0,1,,pure_missing_unknown_excluded
事故时的分心驾驶行为1_DISDRIVE1_0-不适用,other,pure_missing_unknown,unknown_missing_category,事故时的分心驾驶行为1_DISDRIVE1,620,0.3505664365832615,0,0,0,1,,pure_missing_unknown_excluded
行人未注意_仅行人事故_FGAUFME_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,行人未注意_仅行人事故_FGAUFME_MISSING_OR,621,0.35055723324705207,0,0,0,1,,pure_missing_unknown_excluded
FEATURE_Opp_Is_HybridEV,vehicle_state,not_missing_category,other_unique:FEATURE_Opp_Is,FEATURE_Opp_Is,622,0.3504896462467645,0,0,0,0,,
转向反应_REAKTLE2_2-未转向,other,not_missing_category,other_unique:转向反应_REAKTLE2,转向反应_REAKTLE2,623,0.35041343111878054,0,0,0,0,,
事故类型_UTYP_645-纵向交通_-_借对向车道超车后向右变道与紧跟车辆,lane,not_missing_category,crash_configuration_type,事故类型_UTYP,624,0.3503616623526028,0,0,0,0,,
事故参与人数_ANZPERS_6-6,other,not_missing_category,other_unique:事故参与人数_ANZPERS,事故参与人数_ANZPERS,625,0.3502983894161634,0,0,0,0,,
云、雾_WOLK_5-阴，多云,other,not_missing_category,weather_wind,云、雾_WOLK,626,0.35026962899050906,0,0,0,0,,
VEH_发动机类型_MOTOR_1-汽油发动机,other,not_missing_category,other_unique:VEH_发动机类型_MOTOR,VEH_发动机类型_MOTOR,627,0.3502121081392005,0,0,0,0,,
驾驶执照等级_DRILICEN_0-不适用,other,pure_missing_unknown,unknown_missing_category,驾驶执照等级_DRILICEN,628,0.3501258268622376,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R_MISSING_OR,629,0.35012582686223753,0,0,0,1,,pure_missing_unknown_excluded
道路表面几何_STRZB2_3-好，新路,other,not_missing_category,other_unique:道路表面几何_STRZB2,道路表面几何_STRZB2,630,0.3499820247339661,0,0,0,0,,
VEH_特殊轮胎_ZBREIF_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_特殊轮胎_ZBREIF_MISSING_OR,631,0.34995326430831175,0,0,0,1,,pure_missing_unknown_excluded
VEH_第一轴右侧轮胎胎压_TIREPR1R_25-25,other,not_missing_category,other_unique:VEH_第一轴右侧轮胎胎压_TIREPR1R,VEH_第一轴右侧轮胎胎压_TIREPR1R,632,0.34990494679321255,0,0,0,0,,
超车_UEBERHOL_3-在对向行驶车道超车,lane,not_missing_category,other_unique:超车_UEBERHOL,超车_UEBERHOL,633,0.34987273511647976,0,0,0,0,,
主动安全场景_ACSCE_701-On1-遇同一车道的对向目标物,lane,not_missing_category,safety_assistance,ACSCE,634,0.34985317802703486,0,0,0,0,,
视线障碍的类型_SICHTV_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,视线障碍的类型_SICHTV_MISSING_OR,635,0.3498382226056945,0,0,0,1,,pure_missing_unknown_excluded
VEH_车辆颜色_FARBE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆颜色_FARBE_MISSING_OR,636,0.34978070175438597,0,0,0,1,,pure_missing_unknown_excluded
VEH_第二轴左侧轮胎纹深_TIREDE2L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎纹深_TIREDE2L_MISSING_OR,637,0.349761144664941,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_631-纵向交通_-_由于前行车辆而向左变道与紧跟车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,638,0.3495786597641645,0,0,0,0,,
估计事发前的速度_VSCHAETZ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,估计事发前的速度_VSCHAETZ_MISSING_OR,639,0.3494643370721887,0,0,0,1,,pure_missing_unknown_excluded
VEH_第二轴右侧轮胎生产年份_TIREYE2R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎生产年份_TIREYE2R_MISSING_OR,640,0.34940681622088,0,0,0,1,,pure_missing_unknown_excluded
VEH_动力电池容量_BATPOW_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_动力电池容量_BATPOW_MISSING_OR,641,0.3492917745182629,0,0,0,1,,pure_missing_unknown_excluded
视线障碍_SICHTBV_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,视线障碍_SICHTBV_MISSING_OR,642,0.34926301409260857,0,0,0,1,,pure_missing_unknown_excluded
事故时的无意识变道_SPVERLA_0-不适用,other,pure_missing_unknown,unknown_missing_category,事故时的无意识变道_SPVERLA,643,0.34923425366695426,0,0,0,1,,pure_missing_unknown_excluded
VEH_驱动形式_ANTR_4-后轮驱动,other,not_missing_category,other_unique:VEH_驱动形式_ANTR,VEH_驱动形式_ANTR,644,0.34923425366695426,0,0,0,0,,
VEH_发动机类型_MOTOR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_发动机类型_MOTOR_MISSING_OR,645,0.34917673281564565,0,0,0,1,,pure_missing_unknown_excluded
主动安全场景_ACSCE_603-L7-向右避让与前方目标物,safety,not_missing_category,safety_assistance,ACSCE,646,0.3491343111878056,0,0,0,0,,
车辆所有权来源_BESITZ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,车辆所有权来源_BESITZ_MISSING_OR,647,0.34894664941041126,0,0,0,1,,pure_missing_unknown_excluded
VEH_照明系统类型-远光灯_SWARTF1_3-白炽灯,light,not_missing_category,lighting_visibility,VEH_照明系统类型-远光灯_SWARTF1,648,0.34893572044866267,0,0,0,0,,
VEH_行人主动安全系统_FGSCHUTZ1_1-存在，具体未知,safety,partial_unknown_detail,safety_assistance,VEH_行人主动安全系统_FGSCHUTZ1,649,0.3489329882082255,0,0,0,0,,
VEH_第二轴左侧轮胎尺寸-宽度_TIRESIW2L_1007-215,other,not_missing_category,other_unique:VEH_第二轴左侧轮胎尺寸-宽度_TIRESIW2L,VEH_第二轴左侧轮胎尺寸-宽度_TIRESIW2L,650,0.34886036813344834,0,0,0,0,,
主动安全场景_ACSCE_1002-TTS-两车同时转向，方向相同产生的冲突,safety,not_missing_category,safety_assistance,ACSCE,651,0.3488467069312626,0,0,0,0,,
VEH_通信设备控制单元_BETELKOM1_3-仅仪表板,other,not_missing_category,other_unique:VEH_通信设备控制单元_BETELKOM1,VEH_通信设备控制单元_BETELKOM1,652,0.3488028472821398,0,0,0,0,,
转向反应_REAKTLE2_0-不适用,other,pure_missing_unknown,unknown_missing_category,转向反应_REAKTLE2,653,0.3487740868564855,0,0,0,1,,pure_missing_unknown_excluded
道路施工_BAUST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路施工_BAUST_MISSING_OR,654,0.34861072763876905,0,0,0,1,,pure_missing_unknown_excluded
VEH_是否平均载荷物_LOADDIST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_是否平均载荷物_LOADDIST_MISSING_OR,655,0.34845772217428816,0,0,0,1,,pure_missing_unknown_excluded
VEH_后窗加热装置_HSHEIZ1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_后窗加热装置_HSHEIZ1_MISSING_OR,656,0.34842896174863386,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_252-两车转向，右转,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,657,0.34842824273799256,0,0,0,0,,
场景类型_PCSCNE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,场景类型_PCSCNE_MISSING_OR,658,0.34832312338222604,0,0,0,1,,pure_missing_unknown_excluded
其他视线障碍_仅行人事故_FGSHAND_0-不适用,other,pure_missing_unknown,unknown_missing_category,其他视线障碍_仅行人事故_FGSHAND,659,0.34828515962036233,0,0,0,1,,pure_missing_unknown_excluded
道路材料_STRDECK_3-沥青，具体未知,other,pure_missing_unknown,unknown_missing_category,道路材料_STRDECK,660,0.3482368421052631,0,0,0,1,,pure_missing_unknown_excluded
车速过快_仅行人事故_FGVFZG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,车速过快_仅行人事故_FGVFZG_MISSING_OR,661,0.3482276387690538,0,0,0,1,,pure_missing_unknown_excluded
VEH_直流充电时间_DCTIME_0,other,not_missing_category,other_unique:VEH_直流充电时间_DCTIME,VEH_直流充电时间_DCTIME,662,0.3482276387690538,0,0,0,0,,
VEH_前照灯污染_SWSCHM1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_前照灯污染_SWSCHM1_MISSING_OR,663,0.3481701179177451,0,0,0,1,,pure_missing_unknown_excluded
VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_MISSING_OR,664,0.3481125970664366,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_281-转弯，按交通灯指示左转弯车辆与迎面行驶车辆（A有优先权）,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,665,0.3478242737992523,0,0,0,0,,
事故前觉察_WAHRNEHM_2-碰撞后仍未意识到,crash_type,not_missing_category,other_unique:事故前觉察_WAHRNEHM,事故前觉察_WAHRNEHM,666,0.3478047167098073,0,0,0,0,,
VEH_智能刹车灯_BREMSLI1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_智能刹车灯_BREMSLI1_MISSING_OR,667,0.3477387115329307,0,0,0,1,,pure_missing_unknown_excluded
VEH_是否为挂车_ISTRAILER_2-否,other,not_missing_category,other_unique:VEH_是否为挂车_ISTRAILER,VEH_是否为挂车_ISTRAILER,668,0.3476811906816221,0,0,0,0,,
VEH_夜视系统_NIGHTV1_0-不适用,light,pure_missing_unknown,unknown_missing_category,VEH_夜视系统_NIGHTV1,669,0.3476610583836641,0,0,0,1,,pure_missing_unknown_excluded
降水量_NIEDR_4-中,other,not_missing_category,other_unique:降水量_NIEDR,降水量_NIEDR,670,0.3475949094046592,0,0,0,0,,
交通信号的视线障碍_VSSICHT_2-没有受限,other,not_missing_category,other_unique:交通信号的视线障碍_VSSICHT,交通信号的视线障碍_VSSICHT,671,0.3474603106125971,0,0,0,0,,
VEH_语音控制_SPVORH1_2-无,other,not_missing_category,other_unique:VEH_语音控制_SPVORH1,VEH_语音控制_SPVORH1,672,0.3474223468507334,0,0,0,0,,
